complete_address,city,price_total,price,rent,sqm,is_furnished,coords
"ul. Ludwika Solskiego, Godula, Ruda Śląska, śląskie","Ruda Śląska, śląskie",1300.0,1000.0,300.0,18,True,"(50.2858001, 18.8747933)"
"ul. Matki Teresy Kierocińskiej, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1900.0,1500.0,400.0,33,True,"(50.271229500000004, 19.215561953947084)"
"ul. Henryka Dąbrowskiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",1900.0,1700.0,200.0,29,True,"(50.2598987, 19.0215852)"
"ul. gen. Józefa Hallera, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2550.0,1900.0,650.0,40,True,"(50.2598987, 19.0215852)"
"ul. Zamkowa, Janów-Nikiszowiec, Katowice, śląskie","Katowice, śląskie",1050.0,1050.0,,34,False,"(50.2598987, 19.0215852)"
"ul. Hutnicza, Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",2780.0,2200.0,580.0,44,True,"(50.271229500000004, 19.215561953947084)"
"ul. Przedwiośnie, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",1001.0,1000.0,1.0,45,True,"(50.2598987, 19.0215852)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",2400.0,2400.0,,39,True,"(50.35454355, 18.906154962392353)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2000.0,1800.0,200.0,30,True,"(50.2598987, 19.0215852)"
"Bogucice, Katowice, śląskie","Katowice, śląskie",4501.0,4500.0,1.0,68,True,"(50.269875, 19.042278)"
"ul. rtm. Witolda Pileckiego, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1400.0,1400.0,,36,True,"(50.271229500000004, 19.215561953947084)"
"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",6000.0,6000.0,,79,True,"(50.2390698, 18.9970846)"
"ul. Siewna, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2100.0,2100.0,,40,True,"(50.2598987, 19.0215852)"
"ul. Juliana Tuwima, Jaworzno, śląskie","Jaworzno, śląskie",1201.0,1200.0,1.0,66,True,"(50.203439, 19.2721559)"
"ul. Powstańców, Śródmieście, Katowice, śląskie","Katowice, śląskie",2110.0,1800.0,310.0,25,True,"(50.2598987, 19.0215852)"
"ul. Stefania, Zawiercie, zawierciański, śląskie","zawierciański, śląskie",900.0,600.0,300.0,50,False,"(50.5442701, 19.619601717431657)"
"ul. Piastowska, Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",1900.0,1900.0,,61,False,"(50.472343499999994, 18.879310592903682)"
"Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",1500.0,1500.0,,48,False,"(50.4654128, 18.833588437116568)"
"ul. Gwarecka, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",2106.0,1800.0,306.0,36,True,"(50.288556299999996, 18.97044253093511)"
"Pierwsza Dzielnica, ulica Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",4800.0,4800.0,,67,False,"(50.2598987, 19.0215852)"
"Bogucice, Katowice, śląskie","Katowice, śląskie",2600.0,2260.0,340.0,43,True,"(50.269875, 19.042278)"
"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2360.0,1600.0,760.0,43,True,"(50.2352141, 19.0150518)"
"al. Walentego Roździeńskiego, Zawodzie, Katowice, śląskie","Katowice, śląskie",3150.0,2500.0,650.0,59,False,"(50.266887, 19.0540686)"
"al. Wojciecha Korfantego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2300.0,2050.0,250.0,47,True,"(50.2631719, 19.0232868)"
"Bańgów, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1900.0,1000.0,900.0,48,False,"(50.32472385, 19.038652289993294)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",2550.0,2200.0,350.0,31,True,"(50.2710047, 19.0194372)"
"ul. Boczna, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1900.0,1500.0,400.0,30,True,"(50.288556299999996, 18.97044253093511)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",3600.0,2900.0,700.0,40,True,"(50.2710047, 19.0194372)"
"ul. Klimontowska, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",3450.0,3000.0,450.0,66,True,"(50.271229500000004, 19.215561953947084)"
"Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,37,True,"(50.2528384, 18.978335)"
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,3000.0,,55,True,"(50.2598987, 19.0215852)"
"ul. Targowa, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1800.0,1800.0,,46,False,"(50.271229500000004, 19.215561953947084)"
"ul. Felicjana Sławoja Składkowskiego, Czeladź, będziński, śląskie","będziński, śląskie",2550.0,1850.0,700.0,54,True,"(50.415351900000005, 19.113039906701346)"
"Rozbark, Bytom, śląskie","Bytom, śląskie",1600.0,1300.0,300.0,48,False,"(50.34116775, 18.94177421942872)"
"ul. Johna Baildona, Dąb, Katowice, śląskie","Katowice, śląskie",2500.0,2500.0,,40,False,"(50.2598987, 19.0215852)"
"ul. Katowicka, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",1700.0,1700.0,,36,True,"(50.288556299999996, 18.97044253093511)"
"ul. Strzelecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",1901.0,1900.0,1.0,32,True,"(50.2598987, 19.0215852)"
"Jaworzno, śląskie","Jaworzno, śląskie",1200.0,1200.0,,42,True,"(50.203439, 19.2721559)"
"ul. Sokolska, Śródmieście, Katowice, śląskie","Katowice, śląskie",3101.0,3100.0,1.0,43,True,"(50.2598987, 19.0215852)"
"ul. Władysława Broniewskiego, Szombierki, Bytom, śląskie","Bytom, śląskie",2500.0,2000.0,500.0,51,False,"(50.3470387, 18.9231857)"
"ul. Miła, Giszowiec, Katowice, śląskie","Katowice, śląskie",2032.0,1400.0,632.0,48,False,"(50.2598987, 19.0215852)"
"ul. marsz. Józefa Piłsudskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",2400.0,2400.0,,46,True,"(50.3470387, 18.9231857)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1551.0,1550.0,1.0,37,False,"(50.35454355, 18.906154962392353)"
"ul. Daleka, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2100.0,1200.0,900.0,45,False,"(50.271229500000004, 19.215561953947084)"
"ul. Wrocławska, Śródmieście, Bytom, śląskie","Bytom, śląskie",3150.0,2350.0,800.0,50,True,"(50.3470387, 18.9231857)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1251.0,1250.0,1.0,23,True,"(50.35454355, 18.906154962392353)"
"Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",3150.0,3150.0,,43,True,"(50.2656036, 19.0318308)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1200.0,1200.0,,39,False,"(50.2932332, 19.1281052)"
"ul. Arki Bożka, Rozbark, Bytom, śląskie","Bytom, śląskie",2700.0,1900.0,800.0,54,True,"(50.3470387, 18.9231857)"
"Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",3000.0,2050.0,950.0,43,True,"(50.2528384, 18.978335)"
"ul. Powstańców, Śródmieście, Katowice, śląskie","Katowice, śląskie",2630.0,1650.0,980.0,42,True,"(50.2598987, 19.0215852)"
"ul. Klimontowska 45b, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",1900.0,1900.0,,38,True,"(50.271229500000004, 19.215561953947084)"
"ul. Mikołaja Kopernika, Reden, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1000.0,1000.0,,37,True,"(50.369624, 19.289046489684473)"
"ul. Michała Grażyńskiego, Koszutka, Katowice, śląskie","Katowice, śląskie",3150.0,2300.0,850.0,49,True,"(50.2598987, 19.0215852)"
"ul. Augustyna Świdra, Chorzów II, Chorzów, śląskie","Chorzów, śląskie",500.0,500.0,,44,False,"(50.288556299999996, 18.97044253093511)"
"ul. Józefa Jainty, Śródmieście, Bytom, śląskie","Bytom, śląskie",1300.0,1300.0,,50,True,"(50.3470387, 18.9231857)"
"ul. Brzezińska, Rozbark, Bytom, śląskie","Bytom, śląskie",1700.0,1300.0,400.0,44,True,"(50.3470387, 18.9231857)"
"ul. Wesoła, Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1500.0,,50,False,"(50.3470387, 18.9231857)"
"ul. Katowicka 22, Świętochłowice, śląskie","Świętochłowice, śląskie",1400.0,1250.0,150.0,27,True,"(50.2854551, 18.9308513)"
"ul. gen. Józefa Hallera, Szombierki, Bytom, śląskie","Bytom, śląskie",1700.0,1400.0,300.0,30,True,"(50.3470387, 18.9231857)"
"ul. Jana Wyplera, Załęże, Katowice, śląskie","Katowice, śląskie",1900.0,1900.0,,32,True,"(50.2598987, 19.0215852)"
"ul. Warszawska, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,29,True,"(50.2598987, 19.0215852)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1500.0,,50,False,"(50.35454355, 18.906154962392353)"
"ul. Józefa Gallusa, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2500.0,1850.0,650.0,39,True,"(50.2598987, 19.0215852)"
"Dąbrówka Mała, Katowice, śląskie","Katowice, śląskie",1830.0,1450.0,380.0,38,True,"(50.2770228, 19.0700345)"
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2000.0,1300.0,700.0,52,False,"(50.2729677, 19.1292341)"
"Chorzów II, Chorzów, śląskie","Chorzów, śląskie",2400.0,2400.0,,60,True,"(50.3050474, 18.9422846)"
"ul. Gliwicka 11, Załęże, Katowice, śląskie","Katowice, śląskie",2675.0,2000.0,675.0,25,True,"(50.2598987, 19.0215852)"
"Załęże, Katowice, śląskie","Katowice, śląskie",2450.0,1950.0,500.0,35,True,"(50.2660968, 18.9940596)"
"ul. ks. bp. Arkadiusza Lisieckiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2350.0,1900.0,450.0,36,True,"(50.2598987, 19.0215852)"
"Czeladź, będziński, śląskie","będziński, śląskie",2205.0,1500.0,705.0,34,True,"(50.31914185, 19.07842007593674)"
"ul. Arki Bożka, Rozbark, Bytom, śląskie","Bytom, śląskie",1900.0,1210.0,690.0,40,True,"(50.3470387, 18.9231857)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",1600.0,1600.0,,80,False,"(50.2710047, 19.0194372)"
"Bogucice, Katowice, śląskie","Katowice, śląskie",1900.0,1900.0,,22,False,"(50.269875, 19.042278)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",1750.0,1750.0,,38,True,"(50.2774664, 18.9730155)"
"ul. Tadeusza Kościuszki 171, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",5500.0,5500.0,,80,True,"(50.2598987, 19.0215852)"
"Świętochłowice, śląskie","Świętochłowice, śląskie",2500.0,1700.0,800.0,51,True,"(50.2854551, 18.9308513)"
"Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1823.0,1500.0,323.0,46,True,"(50.3840312, 18.9456429)"
"ul. Tadeusza Kościuszki, Śródmieście, Katowice, śląskie","Katowice, śląskie",3000.0,2600.0,400.0,37,True,"(50.2598987, 19.0215852)"
"Zagórze Północ, Sosnowiec, śląskie","Sosnowiec, śląskie",2150.0,1400.0,750.0,44,True,"(50.271229500000004, 19.215561953947084)"
"Dziewiąty, Zielona Pogoria, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2500.0,2500.0,,40,True,"(50.369624, 19.289046489684473)"
"ul. Zagłębiowska, Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",2700.0,2200.0,500.0,50,True,"(50.271229500000004, 19.215561953947084)"
"ul. Chorzowska 214, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2880.0,2300.0,580.0,40,True,"(50.2598987, 19.0215852)"
"Chorzów II, Chorzów, śląskie","Chorzów, śląskie",500.0,500.0,,69,True,"(50.3050474, 18.9422846)"
"ul. Jana Smolenia, Śródmieście, Bytom, śląskie","Bytom, śląskie",843.0,842.0,1.0,45,False,"(50.3470387, 18.9231857)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2190.0,1750.0,440.0,37,True,"(50.2774664, 18.9730155)"
"ul. Jana Sobieskiego, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2480.0,1700.0,780.0,46,True,"(50.271229500000004, 19.215561953947084)"
"ul. Szczakowska, Jaworzno, śląskie","Jaworzno, śląskie",3200.0,3200.0,,70,True,"(50.203439, 19.2721559)"
"ul. 1 Maja, Reden-Adamiecki, Reden, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1750.0,1350.0,400.0,38,False,"(50.369624, 19.289046489684473)"
"Śródmieście, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2500.0,2500.0,,40,True,"(50.369624, 19.289046489684473)"
"Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",2465.0,2000.0,465.0,40,False,"(50.2729677, 19.1292341)"
"ul. Generała Władysława Andersa, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2465.0,2000.0,465.0,40,False,"(50.2598987, 19.0215852)"
"ul. Henryka Partyki, Jaworzno, śląskie","Jaworzno, śląskie",2338.0,2000.0,338.0,42,True,"(50.203439, 19.2721559)"
"ul. św. Wojciecha, Jaworzno, śląskie","Jaworzno, śląskie",1515.0,1300.0,215.0,36,True,"(50.203439, 19.2721559)"
"ul. Powstańców Śląskich, Jaworzno, śląskie","Jaworzno, śląskie",1363.0,1200.0,163.0,37,True,"(50.203439, 19.2721559)"
"ul. Kolejowa, Śródmieście, Bytom, śląskie","Bytom, śląskie",1850.0,1400.0,450.0,35,True,"(50.3470387, 18.9231857)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",550.0,550.0,,43,False,"(50.35454355, 18.906154962392353)"
"ul. Juliana Tuwima, Rozbark, Bytom, śląskie","Bytom, śląskie",2200.0,1500.0,700.0,58,True,"(50.3470387, 18.9231857)"
"Mysłowice, śląskie","Mysłowice, śląskie",3300.0,3299.0,1.0,106,True,"(50.2096211, 19.132165997410812)"
"al. Józefa Piłsudskiego, Manhattan, Gołonóg Południowy, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",2430.0,2000.0,430.0,30,True,"(50.3297822, 19.2143403)"
"Henryka Mikołaja Góreckiego, Bogucice, Katowice, śląskie","Katowice, śląskie",2816.0,2500.0,316.0,31,True,"(50.2656036, 19.0318308)"
"Jaworzno, śląskie","Jaworzno, śląskie",1200.0,1200.0,,35,False,"(50.203439, 19.2721559)"
"ul. Storczyków, Górka Gołonoska, Gołonóg Wschodni, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",4400.0,4000.0,400.0,85,True,"(50.369624, 19.289046489684473)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",1940.0,1800.0,140.0,34,False,"(50.2710047, 19.0194372)"
"ul. Słoneczników, Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",2000.0,2000.0,,56,True,"(50.472343499999994, 18.879310592903682)"
"ul. Wyzwolenia, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",2000.0,2000.0,,75,True,"(50.3840312, 18.9456429)"
"ul. ks. Franciszka Nawrota, Śródmieście, Bytom, śląskie","Bytom, śląskie",1900.0,1500.0,400.0,80,False,"(50.3470387, 18.9231857)"
"Konstytucji 3-go Maja, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1510.0,800.0,710.0,48,False,"(50.3840312, 18.9456429)"
"al. Bolesława Krzywoustego, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2850.0,2300.0,550.0,48,True,"(50.2751293, 18.9817906)"
"Dąb, Katowice, śląskie","Katowice, śląskie",3700.0,3000.0,700.0,53,False,"(50.271163, 18.9990507)"
"Jaworzno, śląskie","Jaworzno, śląskie",3200.0,3200.0,,40,False,"(50.203439, 19.2721559)"
"ul. Juliusza Słowackiego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2670.0,1800.0,870.0,43,True,"(50.2598987, 19.0215852)"
"Dąb, Katowice, śląskie","Katowice, śląskie",6500.0,6500.0,,70,True,"(50.271163, 18.9990507)"
"ul. Stanisława Kossutha, Osiedle Witosa, Katowice, śląskie","Katowice, śląskie",1997.0,1600.0,397.0,30,True,"(50.2598987, 19.0215852)"
"ul. Konstantego Damrota 1, Centrum, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",1501.0,1500.0,1.0,46,True,"(50.3052029, 19.0275635)"
"pl. Oddziałów Młodzieży Powstańczej, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,43,True,"(50.25667645, 19.016183943226373)"
"ul. Gabriela Narutowicza, Sielec, Sosnowiec, śląskie","Sosnowiec, śląskie",2173.0,1500.0,673.0,60,False,"(50.271229500000004, 19.215561953947084)"
"Klimontów, Sosnowiec, śląskie","Sosnowiec, śląskie",1500.0,1500.0,,46,True,"(50.2798621, 19.189536)"
"ul. Zagłębiowska, Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",2000.0,1300.0,700.0,48,False,"(50.271229500000004, 19.215561953947084)"
"ul. Opolska, Tarnowskie Góry, tarnogórski, śląskie","tarnogórski, śląskie",2000.0,1400.0,600.0,25,True,"(50.472343499999994, 18.879310592903682)"
"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3950.0,3950.0,,66,False,"(50.2390698, 18.9970846)"
"Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2650.0,2650.0,,63,False,"(50.2528384, 18.978335)"
"ul. Ligocka, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",1900.0,1310.0,590.0,50,True,"(50.2598987, 19.0215852)"
"ul. Józefa Kwietniewskiego, Śródmieście, Bytom, śląskie","Bytom, śląskie",1200.0,1000.0,200.0,40,False,"(50.3470387, 18.9231857)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2700.0,2300.0,400.0,25,True,"(50.259795, 19.0217063)"
"Świętochłowice, śląskie","Świętochłowice, śląskie",1390.0,1390.0,,46,False,"(50.2854551, 18.9308513)"
"Świętochłowice, śląskie","Świętochłowice, śląskie",1390.0,1390.0,,46,False,"(50.2854551, 18.9308513)"
"ul. Chorzowska, Dąb, Katowice, śląskie","Katowice, śląskie",2750.0,2150.0,600.0,47,True,"(50.2598987, 19.0215852)"
"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2674.0,2100.0,574.0,38,True,"(50.2390698, 18.9970846)"
"ul. gen. Henryka le Ronda, Dąbrówka Mała, Katowice, śląskie","Katowice, śląskie",1500.0,1500.0,,40,True,"(50.2598987, 19.0215852)"
"ul. gen. Józefa Hallera, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2550.0,1900.0,650.0,40,True,"(50.2598987, 19.0215852)"
"ul. Władysława Stanisława Reymonta, Radzionków, tarnogórski, śląskie","tarnogórski, śląskie",2088.0,1800.0,288.0,46,True,"(50.472343499999994, 18.879310592903682)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",3150.0,2650.0,500.0,49,True,"(50.259795, 19.0217063)"
"ul. Juliana Fałata, Śródmieście, Bytom, śląskie","Bytom, śląskie",1600.0,1600.0,,53,False,"(50.3470387, 18.9231857)"
"ul. Strzelecka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3200.0,2700.0,500.0,50,True,"(50.2598987, 19.0215852)"
"ul. 1 Maja, Zawodzie, Katowice, śląskie","Katowice, śląskie",1100.0,900.0,200.0,12,False,"(50.2598987, 19.0215852)"
"ul. 1 Maja, Zawodzie, Katowice, śląskie","Katowice, śląskie",1100.0,900.0,200.0,12,False,"(50.2598987, 19.0215852)"
"al. Wojciecha Korfantego, Koszutka, Katowice, śląskie","Katowice, śląskie",2580.0,1950.0,630.0,62,False,"(50.2679514, 19.0240535)"
"Jaworzno, śląskie","Jaworzno, śląskie",1900.0,1300.0,600.0,51,True,"(50.203439, 19.2721559)"
"ul. Załęska, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",2100.0,1500.0,600.0,50,False,"(50.2598987, 19.0215852)"
"ul. Staromiejska, Śródmieście, Katowice, śląskie","Katowice, śląskie",4568.0,4568.0,,114,False,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1500.0,1500.0,,37,True,"(50.259795, 19.0217063)"
"Śródmieście, Bytom, śląskie","Bytom, śląskie",1500.0,1500.0,,34,True,"(50.35454355, 18.906154962392353)"
"ul. Starowiejska, Jaworzno, śląskie","Jaworzno, śląskie",1740.0,1500.0,240.0,48,True,"(50.203439, 19.2721559)"
"ul. Rybnicka, Śródmieście, Katowice, śląskie","Katowice, śląskie",3400.0,2650.0,750.0,47,True,"(50.2598987, 19.0215852)"
"Myszków, myszkowski, śląskie","myszkowski, śląskie",1800.0,1800.0,,57,False,"(50.5646661, 19.32486156630843)"
"ul. Wysoka, Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",2201.0,2200.0,1.0,60,True,"(50.271229500000004, 19.215561953947084)"
"Szombierki, Bytom, śląskie","Bytom, śląskie",2500.0,1800.0,700.0,60,True,"(50.3373909, 18.897380263830744)"
"ul. Wolności, Centrum, Chorzów, śląskie","Chorzów, śląskie",1700.0,1700.0,,90,False,"(50.288556299999996, 18.97044253093511)"
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2660.0,2200.0,460.0,37,True,"(50.2598987, 19.0215852)"
"ul. Warszawska 46, Strzemieszyce Wielkie, Strzemieszyce Wielkie, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",1300.0,1300.0,,50,True,"(50.369624, 19.289046489684473)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",2800.0,2800.0,,40,True,"(50.259795, 19.0217063)"
"ul. Chorzowska, Rozbark, Bytom, śląskie","Bytom, śląskie",1100.0,1100.0,,17,False,"(50.3470387, 18.9231857)"
"ul. Koszarowa, Śródmieście, Katowice, śląskie","Katowice, śląskie",1400.0,1400.0,,45,False,"(50.2598987, 19.0215852)"
"ul. Widok, Dąb, Katowice, śląskie","Katowice, śląskie",2300.0,2300.0,,50,True,"(50.2598987, 19.0215852)"
"ul. Stanisława Moniuszki, Śródmieście, Katowice, śląskie","Katowice, śląskie",1589.0,1289.0,300.0,21,False,"(50.2598987, 19.0215852)"
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3500.0,2800.0,700.0,49,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",1290.0,1290.0,,22,False,"(50.259795, 19.0217063)"
"Koszutka, Katowice, śląskie","Katowice, śląskie",2801.0,2800.0,1.0,30,False,"(50.2710047, 19.0194372)"
"ul. Gawronów, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",4620.0,3800.0,820.0,60,True,"(50.2372807, 19.0043976)"
"Zawodzie, Katowice, śląskie","Katowice, śląskie",2000.0,2000.0,,35,True,"(50.2599015, 19.0574279)"
"Zawodzie, Katowice, śląskie","Katowice, śląskie",2350.0,2350.0,,50,True,"(50.2599015, 19.0574279)"
"ul. Piękna, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",2200.0,1900.0,300.0,36,True,"(50.2598987, 19.0215852)"
"Śródmieście, Katowice, śląskie","Katowice, śląskie",6000.0,6000.0,,96,False,"(50.259795, 19.0217063)"
"ul. Sokolska, Koszutka, Katowice, śląskie","Katowice, śląskie",3085.0,2200.0,885.0,50,True,"(50.2598987, 19.0215852)"
"ul. Dziewięciu z ""Wujka"" z, Załęska Hałda-Brynów, Katowice, śląskie","Katowice, śląskie",3570.0,2590.0,980.0,76,True,"(50.2598987, 19.0215852)"
"ul. Warszawska 10, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1550.0,1550.0,,35,False,"(50.271229500000004, 19.215561953947084)"
"ul. Łużycka, Śródmieście, Bytom, śląskie","Bytom, śląskie",1750.0,1750.0,,32,True,"(50.3470387, 18.9231857)"
"ul. Legionów Polskich, Stara Dąbrowa, Śródmieście, Dąbrowa Górnicza, śląskie","Dąbrowa Górnicza, śląskie",5500.0,5500.0,,178,True,"(50.369624, 19.289046489684473)"
"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2200.0,1600.0,600.0,37,True,"(50.2598987, 19.0215852)"
"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie","Katowice, śląskie",3800.0,3200.0,600.0,55,False,"(50.2598987, 19.0215852)"
"ul. Warszawska 10, Centrum / Śródmieście, Sosnowiec, śląskie","Sosnowiec, śląskie",1390.0,1390.0,,29,False,"(50.271229500000004, 19.215561953947084)"
"Dąb, Katowice, śląskie","Katowice, śląskie",2847.0,2000.0,847.0,62,True,"(50.271163, 18.9990507)"
"Stary Sosnowiec, Sosnowiec, śląskie","Sosnowiec, śląskie",1801.0,1800.0,1.0,65,False,"(50.283912, 19.1126792)"
"Pogoń, Sosnowiec, śląskie","Sosnowiec, śląskie",1990.0,1990.0,,38,False,"(50.2932332, 19.1281052)"
"ul. gen. Władysława Sikorskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",2600.0,2000.0,600.0,29,True,"(50.2598987, 19.0215852)"
"Będzin, będziński, śląskie","będziński, śląskie",1701.0,1700.0,1.0,36,True,"(50.3356269, 19.117295061584233)"
"ul. Hugona Kołłątaja, Mysłowice, śląskie","Mysłowice, śląskie",1151.0,1150.0,1.0,64,True,"(50.2096211, 19.132165997410812)"
"Niwka, Sosnowiec, śląskie","Sosnowiec, śląskie",2380.0,1900.0,480.0,39,True,"(50.2438424, 19.1598421)"
"Aleja Wojciecha Korfantego, Śródmieście, Katowice, śląskie","Katowice, śląskie",2200.0,2200.0,,50,False,"(50.2631719, 19.0232868)"
"ul. Klonowa, Śródmieście, Bytom, śląskie","Bytom, śląskie",2000.0,2000.0,,68,True,"(50.3470387, 18.9231857)"
"Osiedle Tysiąclecia, Katowice, śląskie","Katowice, śląskie",2100.0,2100.0,,33,True,"(50.2774664, 18.9730155)"
"ul. Walerego Wróblewskiego, Bytków, Siemianowice Śląskie, śląskie","Siemianowice Śląskie, śląskie",2300.0,1500.0,800.0,47,True,"(50.3052029, 19.0275635)"
"al. Walentego Roździeńskiego, Zawodzie, Katowice, śląskie","Katowice, śląskie",3080.0,2300.0,780.0,52,True,"(50.266887, 19.0540686)"
"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","Katowice, śląskie",3970.0,3000.0,970.0,55,True,"(50.2598987, 19.0215852)"
"ul. Siewna, Szopienice-Burowiec, Katowice, śląskie","Katowice, śląskie",2400.0,2400.0,,51,False,"(50.2598987, 19.0215852)"
"ul. Sokołów, Piekary Śląskie, śląskie","Piekary Śląskie, śląskie",1450.0,900.0,550.0,46,True,"(50.3840312, 18.9456429)"
"ul. Opolska 10, Śródmieście, Katowice, śląskie","Katowice, śląskie",3150.0,2600.0,550.0,36,True,"(50.2598987, 19.0215852)"
