link,title,price,summary_description,ownership,floor_level,is_furnished,building_type,square_meters,number_of_rooms,rent,voivodeship,city,street
https://www.olx.pl/d/oferta/kawalerka-tychy-os-m-CID3-IDX7FT9.html,Kawalerka Tychy oś M,1500.0,OpisWynajmę kawalerkę na ul Moniuszki 1/16 .najem okazjonalny tel +48**********19,private,3,False,apartment_building,26,1,400.0,Śląskie,Zawada,Moniuszki 1/16
